episode,reward
1070,-2.683924636051387
1071,-15.711981211731779
1072,-6.036282615848603
1073,-19.93983807672082
1074,-15.353578795627367
1075,-9.137048881326063
1076,-2.4716915065297234
1077,-14.843448088787131
1078,-2.6249423955305575
1079,-8.923147411176199
1080,-19.910368251524666
1081,-20.031662327718884
1082,-20.037133998656007
1083,-19.74397687353905
1084,-15.96925025806456
1085,-2.609877091374795
1086,-28.469465667533164
1087,-22.67549332248544
1088,-19.68463693243966
1089,-15.902546503688386
1090,-2.2996840502835902
1091,-16.17966501199205
1092,-9.400748983137559
1093,-19.962510146102844
1094,-9.134423186834441
1095,-8.073478436801878
1096,-2.660998358731816
1097,-28.474296481814527
1098,-22.284415565395353
1099,-2.706023549021585
1100,-8.959251531214207
1101,-9.450277975998477
1102,-8.690138140526615
1103,-19.653196670232163
1104,-2.243993057742258
1105,-8.67842516474459
1106,-2.4128240354431507
1107,-2.288482738164037
1108,-19.77134449222221
1109,-19.6762967996822
1110,-2.316960459002691
1111,-16.590967603531865
1112,-2.591268828914809
1113,-2.1722745565573574
1114,-9.43035716491356
1115,-2.40015232007334
1116,-8.99242972457599
1117,-20.216420032270445
1118,-14.941377221860078
1119,-14.83485029926504
1120,-8.94125771198248
1121,-2.390633142072028
1122,-2.354349425644809
1123,-9.24240765102603
1124,-2.4507559261760457
1125,-33.0870593673619
1126,-29.881045891039356
1127,-20.570557214342138
1128,-14.89189723655454
1129,-15.234550630311068
1130,-16.579870416141294
1131,-8.755201296970158
1132,-14.962685578294034
1133,-19.78267134889455
1134,-19.877145821033324
1135,-16.444360932397224
1136,-2.214027942579571
1137,-15.655730467313683
1138,-9.096107074435064
1139,-21.13659377822053
1140,-15.918071391731017
1141,-19.994171315560635
1142,-9.396298104170421
1143,-19.771245997847252
1144,-19.660235789671418
1145,-9.41039194291047
1146,-9.106214579234758
1147,-15.508086393480939
1148,-32.300757449382424
1149,-16.105400919987026
1150,-26.350714418466197
1151,-9.221344303255336
1152,-16.225921471073907
1153,-9.276101681261459
1154,-29.40654630940193
1155,-8.041272090998005
1156,-15.286642803116127
1157,-2.051736212529807
1158,-19.662084852772185
1159,-9.165282381188259
1160,-9.25529729297114
1161,-14.849010981047734
1162,-9.523824169662156
1163,-19.974740165268816
1164,-15.254050625725363
1165,-14.97780364988293
1166,-2.0642647721726193
1167,-2.178874523039183
1168,-9.19427259668177
1169,-19.753661741435568
1170,-20.391091582924297
1171,-17.154268800755986
1172,-15.377068112782549
1173,-9.496921590257127
1174,-2.109231830610072
1175,-2.2716633447682537
1176,-9.052524734194781
1177,-9.18508539853749
1178,-2.3791539813283955
1179,-9.517107931727924
1180,-2.178865710953823
1181,-15.915729357423581
1182,-25.847255789582405
1183,-15.079497409177733
1184,-8.94289309589824
1185,-9.474376704095475
1186,-9.250938922126442
1187,-2.0288637362529927
1188,-15.781974557731928
1189,-14.929284459438279
1190,-2.08874098797487
1191,-9.25223123920698
1192,-8.417852563588673
1193,-2.229869857490153
1194,-16.237958389885467
1195,-20.983548044543216
1196,-15.118045450568761
1197,-15.034012081990072
1198,-20.19596951235834
1199,-21.420326860847997
1200,-15.384266727767608
1201,-31.664195034207804
1202,-9.06166101080854
1203,-19.63997450822394
1204,-20.059336705416893
1205,-16.05206108089412
1206,-24.49751897335527
1207,-16.174045705008066
1208,-16.322945732637645
1209,-9.254596495444975
1210,-19.770709170307857
1211,-15.34156778876454
1212,-31.572582328531805
1213,-9.154459878556018
1214,-19.775816576790508
1215,-2.330012403833466
1216,-2.3152624143534153
1217,-16.54548225379933
1218,-15.560618582152596
1219,-20.487826705360327
1220,-9.100344324629193
1221,-14.97504154851679
1222,-15.647617914851192
1223,-19.510423944634063
1224,-16.35579141357906
1225,-9.23401375113701
1226,-19.938909833510206
1227,-2.5470343700173848
1228,-23.714369593087707
1229,-2.423030276156536
1230,-9.356857150191233
1231,-19.878717242497682
1232,-16.569946564063738
1233,-19.791916447344946
1234,-15.4664483706397
